"Indicator","Country","2000_value","2000_notes","2000_source","2001_value","2001_notes","2001_source","2002_value","2002_notes","2002_source","2003_value","2003_notes","2003_source","2004_value","2004_notes","2004_source","2005_value","2005_notes","2005_source","2006_value","2006_notes","2006_source","2007_value","2007_notes","2007_source","2008_value","2008_notes","2008_source","2009_value","2009_notes","2009_source","2010_value","2010_notes","2010_source","2011_value","2011_notes","2011_source","2012_value","2012_notes","2012_source","2013_value","2013_notes","2013_source","2014_value","2014_notes","2014_source","2015_value","2015_notes","2015_source","2016_value","2016_notes","2016_source","2017_value","2017_notes","2017_source","2018_value","2018_notes","2018_source","2019_value","2019_notes","2019_source"
"Fixed-telephone subscriptions 100 inhabitants","Gambia","2.53","","","2.58","","","2.73","","","2.90","","","2.87","","","2.85","","","2.91","","","2.97","","","2.89","","","2.78","","","2.72","","","2.73","","","3.37","","","3.27","","","2.76","","","2.16","","","1.77","","","1.45","","","1.93","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Georgia","11.66","","","13.24","","","15.04","","","15.74","","","16.17","","","13.54","","","13.20","","","13.35","","","14.92","","","15.05","","","27.13","","","32.85","","","31.39","","","29.65","","","27.19","","","23.61","","","20.93","","","17.81","","","15.10","","","12.98","",""
"Fixed-telephone subscriptions 100 inhabitants","Germany","61.69","","","64.24","","","65.82","","","66.45","","","66.78","","","67.14","","","66.77","","","65.33","","","62.05","","","66.38","","","65.45","","","63.57","","","61.87","","","59.99","","","57.73","","","55.45","","","55.11","","","53.72","","","51.13","","","48.37","",""
"Fixed-telephone subscriptions 100 inhabitants","Ghana","1.10","","","1.24","","","1.36","","","1.40","","","1.47","","","1.47","","","1.59","","","1.64","","","0.61","","","1.11","","","1.12","","","1.12","","","1.10","","","1.02","","","0.96","","","0.99","","","0.88","","","1.04","","","0.94","","","0.95","",""
"Fixed-telephone subscriptions 100 inhabitants","Gibraltar","75.75","","","77.56","","","76.48","","","76.79","","","77.00","","","75.26","","","71.82","","","71.61","","","71.52","","","71.50","","","71.46","","","71.40","","","68.68","","","","","","69.38","","","","","","50.47","","","58.57","","","52.41","","","50.35","",""
"Fixed-telephone subscriptions 100 inhabitants","Greece","51.07","","","50.36","","","56.28","","","56.16","","","56.54","","","56.23","","","55.17","","","49.18","","","47.59","","","54.75","","","54.17","","","53.05","","","50.66","","","50.21","","","49.71","","","49.35","","","49.00","","","48.98","","","48.26","","","46.03","",""
"Fixed-telephone subscriptions 100 inhabitants","Greenland","46.60","","","42.99","","","44.82","","","44.52","","","44.19","","","56.45","","","63.16","","","40.68","","","40.14","","","38.85","","","38.53","","","35.18","","","33.49","","","31.91","","","30.51","","","28.38","","","","","","16.41","","","14.25","","","12.59","",""
"Fixed-telephone subscriptions 100 inhabitants","Grenada","30.49","","","31.72","","","32.37","","","31.39","","","31.34","","","26.20","","","26.40","","","27.12","","","27.10","","","26.78","","","26.70","","","26.29","","ITU estimate.","25.81","","ITU estimate.","26.43","","","25.05","","","24.67","","","24.28","","","29.30","","","20.23","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guadeloupe","48.55","","","49.97","","","51.67","","","53.55","","","55.41","","","57.09","","","58.73","","","59.89","","","60.90","","","61.86","","","62.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guam","47.88","","","51.15","","","44.54","","","41.55","","","41.43","","","41.35","","","41.29","","","41.23","","","41.19","","","41.14","","","41.08","","","","","","41.88","","","41.77","","","41.86","","","42.01","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guatemala","5.81","","","6.34","","","6.93","","","7.55","","","8.85","","","9.53","","","10.11","","","10.32","","","10.34","","","9.87","","","10.24","","","10.88","","","11.42","","","11.95","","","10.79","","","10.58","","","14.80","","","14.55","","","14.12","","","11.23","",""
"Fixed-telephone subscriptions 100 inhabitants","Guernsey","84.65","","","97.74","","","99.50","","","81.86","","","80.89","","","85.08","","","89.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guinea","0.30","","","0.30","","","0.30","","","0.30","","","0.29","","","0.27","","","0.25","","","0.23","","","0.28","","","0.22","","","0.18","","","0.17","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guinea-Bissau","0.93","","","0.81","","","0.89","","","0.82","","","0.74","","","0.71","","","0.49","","","0.32","","","0.32","","","0.33","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guyana","9.16","","","10.72","","","10.80","","","12.39","","","13.77","","","14.76","","","15.81","","ITU estimate.;","17.20","","","18.59","","","19.67","","","20.00","","","20.25","","","20.41","","","20.65","","","20.92","","","20.07","","","18.36","","","17.52","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Haiti","0.86","","","0.93","","","1.49","","","1.57","","","1.55","","","1.58","","","1.61","","","1.14","","","1.12","","","1.09","","","0.50","","","0.50","","","0.49","","","0.39","","","0.39","","","0.05","","","0.05","","","0.05","","","0.05","","","0.05","",""
"Fixed-telephone subscriptions 100 inhabitants","Honduras","4.54","","","4.59","","","4.65","","","4.71","","","5.32","","","6.62","","","9.37","","","10.52","","","10.35","","","8.79","","","8.10","","","7.24","","","7.07","","","7.04","","","5.89","","","5.45","","","4.78","","","5.21","","","5.55","","","5.03","",""
"Fixed-telephone subscriptions 100 inhabitants","Hong Kong, China","59.43","","","58.48","","","57.18","","","56.60","","","55.80","","","56.03","","","56.39","","","61.54","","","60.78","","","61.77","","","62.61","","","61.97","","","62.18","","","62.34","","","61.92","","","60.28","","","59.62","","","58.16","","","56.92","","","54.19","",""
"Fixed-telephone subscriptions 100 inhabitants","Hungary","37.16","","","36.71","","","36.09","","","35.53","","","35.24","","","33.87","","","33.42","","","32.43","","","30.97","","","30.81","","","29.99","","","29.64","","","30.01","","","30.28","","","30.71","","","31.65","","","31.99","","","32.19","","","31.73","","","31.48","",""
"Fixed-telephone subscriptions 100 inhabitants","Iceland","70.01","","","69.47","","","65.89","","","66.87","","","65.43","","","65.72","","","62.92","","","61.17","","","64.18","","","60.17","","","60.44","","","59.08","","","55.27","","","51.35","","","52.20","","","50.92","","","49.54","","","43.72","","","40.60","","","37.04","",""
"Fixed-telephone subscriptions 100 inhabitants","India","3.07","","","3.58","","","3.79","","","3.78","","","4.09","","","4.37","","","3.50","","","3.32","","","3.16","","","3.04","","","2.84","","","2.63","","","2.44","","","2.27","","","2.08","","","1.95","","","1.84","","","1.74","","","1.62","","","1.54","",""
"Fixed-telephone subscriptions 100 inhabitants","Indonesia","3.15","","","3.37","","","3.57","","","3.66","","","4.65","","","5.97","","","6.46","","","8.40","","","12.90","","","14.59","","","16.93","","","15.75","","","15.29","","","12.20","","","10.28","","","4.02","","","4.11","","","4.18","","","3.10","","","3.57","",""
"Fixed-telephone subscriptions 100 inhabitants","Iran (Islamic Republic of)","14.46","","","16.40","","","19.15","","","22.52","","","23.70","","","29.15","","","32.07","","","33.41","","","34.39","","","35.38","","","35.00","","","37.20","","","38.07","","","38.82","","","37.92","","","38.75","","","38.80","","","38.51","","","37.26","","","34.92","",""
"Fixed-telephone subscriptions 100 inhabitants","Iraq","2.87","","","2.79","","","4.53","","","4.61","","","3.93","","ITU estimate.","4.14","","","4.54","","","4.89","","","3.81","","","5.70","","","5.79","","","5.84","","ITU estimate.","5.87","","ITU estimate.","5.73","","","5.66","","","5.61","","","5.55","","","8.62","","","7.04","","","7.27","",""
"Fixed-telephone subscriptions 100 inhabitants","Ireland","48.43","","","48.41","","","50.54","","","49.12","","","49.65","","","49.55","","","51.45","","","52.23","","","50.33","","","47.43","","","45.63","","","44.58","","","43.57","","","44.08","","","43.71","","","41.53","","","40.84","","","39.39","","","37.96","","","36.19","",""
"Fixed-telephone subscriptions 100 inhabitants","Israel","50.02","","","50.04","","","48.73","","","46.40","","","45.27","","","44.97","","","44.98","","","44.90","","","45.92","","","46.12","","","46.39","","","46.75","","","47.20","","","43.94","","","43.63","","","42.76","","","41.19","","","39.30","","","38.18","","","36.86","",""
"Fixed-telephone subscriptions 100 inhabitants","Italy","47.90","","","48.09","","","47.47","","","46.20","","","44.79","","","42.98","","","45.93","","","38.16","","","37.40","","","38.31","","","37.99","","","37.10","","","36.32","","","35.07","","","34.07","","","33.36","","","33.41","","","34.12","","","33.64","","","32.24","",""
"Fixed-telephone subscriptions 100 inhabitants","Jamaica","18.59","","","19.12","","","16.15","","","16.93","","","15.52","","","11.64","","","12.44","","","13.35","","","11.38","","","10.82","","","9.36","","","9.56","","","8.91","","","8.76","","","8.85","","","8.75","","","10.67","","","10.17","","","12.40","","","13.50","",""
"Fixed-telephone subscriptions 100 inhabitants","Japan","48.58","","","48.02","","","47.52","","","47.02","","","46.49","","","45.24","","","43.63","","","39.87","","","37.67","","","51.96","","","51.05","","","50.33","","","50.01","","","49.89","","","49.59","","","49.78","","","50.19","","","50.16","","","49.88","","","49.46","",""
"Fixed-telephone subscriptions 100 inhabitants","Jersey","84.11","","","84.79","","","84.47","","","84.09","","","84.09","","","84.09","","","84.09","","","84.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Jordan","12.10","","","12.65","","","12.68","","","11.46","","","11.43","","","10.89","","","10.25","","","8.94","","","7.92","","","7.27","","","6.69","","","6.07","","","5.37","","","4.44","","","4.21","","","3.98","","","4.23","","","3.65","","","3.70","","","3.52","",""
"Fixed-telephone subscriptions 100 inhabitants","Kazakhstan","12.29","","","13.01","","","13.90","","","14.76","","","16.72","","","17.58","","","18.83","","","20.61","","","21.80","","","24.04","","","24.97","","","25.87","","","26.04","","","25.80","","","25.16","","","23.60","","","22.05","","","20.39","","","17.50","","","16.56","",""
"Fixed-telephone subscriptions 100 inhabitants","Kenya","0.91","","","0.94","","","0.95","","","0.95","","","0.84","","","0.78","","","0.78","","","1.20","","","1.62","","","1.62","","","0.91","","","0.66","","","0.57","","","0.45","","","0.39","","","0.18","","","0.15","","","0.14","","","0.13","","","0.13","",""
"Fixed-telephone subscriptions 100 inhabitants","Kiribati","3.97","","","4.23","","","5.12","","","4.95","","","4.75","","","4.55","","","4.24","","","4.14","","","4.05","","","8.22","","","8.16","","","8.08","","","7.52","","","5.56","","","1.83","","","1.33","","","0.77","","","0.67","","","0.00","","","0.00","",""
"Fixed-telephone subscriptions 100 inhabitants","Korea (Rep. of)","54.59","","","54.03","","","53.62","","","52.07","","","48.60","","","49.09","","","45.89","","","46.92","","","49.52","","","54.50","","","57.61","","","59.19","","","60.13","","","60.25","","","58.25","","","56.83","","","54.99","","","52.54","","","50.63","","","48.27","",""
"Fixed-telephone subscriptions 100 inhabitants","Kosovo","","","","","","","","","","","","","","","","6.11","","","6.11","","","6.11","","","6.11","","","6.11","","","6.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Kuwait","22.84","","","22.46","","","22.55","","","22.52","","","22.58","","","22.24","","","21.78","","","21.49","","","19.58","","","18.73","","","17.36","","","16.25","","","15.23","","","14.41","","","13.38","","","12.51","","","13.48","","","13.36","","","12.46","","","13.87","",""
"Fixed-telephone subscriptions 100 inhabitants","Kyrgyzstan","7.64","","","7.82","","","7.91","","","7.90","","","8.26","","","8.68","","","8.95","","","9.30","","","9.41","","","9.34","","","9.02","","","9.10","","","8.70","","","8.05","","","7.58","","","6.85","","","6.29","","","5.85","","","5.25","","","4.66","",""
"Fixed-telephone subscriptions 100 inhabitants","Lao P.D.R.","0.77","","","0.97","","","1.13","","","1.25","","","1.32","","","1.58","","","1.58","","","1.60","","","2.11","","","1.63","","","1.65","","","1.70","","","6.98","","","10.73","","","13.87","","","14.28","","","18.50","","","16.19","","","20.99","","","20.79","",""
"Fixed-telephone subscriptions 100 inhabitants","Latvia","30.82","","","30.60","","","30.06","","","28.36","","","28.54","","","32.46","","","29.54","","","29.30","","","27.30","","","26.19","","","25.11","","ITU estimate.","24.66","","","23.01","","ITU estimate.","20.69","","","19.79","","","17.82","","","18.38","","","17.54","","","13.80","","","11.94","",""
"Fixed-telephone subscriptions 100 inhabitants","Lebanon","14.99","","","15.69","","","16.23","","","15.95","","","13.79","","","13.51","","","14.32","","","14.63","","","15.74","","","16.70","","","16.92","","","16.44","","","15.66","","","14.71","","","15.42","","","15.50","","","27.05","","","13.31","","","13.03","","","12.87","",""
"Fixed-telephone subscriptions 100 inhabitants","Lesotho","1.09","","","1.05","","","1.41","","","1.74","","","1.86","","","2.40","","","2.67","","","2.39","","","2.07","","","2.01","","","1.93","","","1.93","","","2.52","","","2.48","","","2.43","","","1.97","","","1.98","","","0.51","","","0.40","","","0.63","",""
"Fixed-telephone subscriptions 100 inhabitants","Liberia","0.24","","","0.23","","","0.23","","","","","","","","","","","","","","","0.06","","","0.06","","","0.06","","","0.15","","","0.23","","","0.33","","","0.26","","","0.23","","","0.20","","","0.17","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Libya","11.29","","","12.13","","","13.02","","","13.34","","ITU estimate.","14.00","","ITU estimate.","14.70","","ITU estimate.","15.44","","ITU estimate.","16.22","","ITU estimate.","15.19","","","17.33","","","19.82","","ITU estimate.","16.01","","ITU estimate.","12.95","","ITU estimate.","12.48","","","14.37","","","16.57","","","21.17","","","23.95","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Liechtenstein","60.49","","","59.91","","","58.81","","","58.23","","","58.00","","","57.64","","","56.49","","","55.59","","","55.26","","","54.86","","","54.45","","","54.00","","","50.44","","","49.55","","","48.47","","","46.27","","","43.51","","","40.59","","","40.21","","","36.11","",""
"Fixed-telephone subscriptions 100 inhabitants","Lithuania","33.92","","","33.15","","","27.17","","","24.14","","","24.25","","","23.95","","","23.99","","","24.53","","","24.43","","","23.60","","","24.12","","","23.09","","","22.18","","","20.80","","","19.74","","","19.17","","","18.37","","","17.11","","","15.25","","","13.34","",""
"Fixed-telephone subscriptions 100 inhabitants","Luxembourg","57.07","","","58.30","","","56.01","","","54.77","","","54.23","","","53.40","","","53.35","","","52.26","","","53.69","","","53.09","","","53.63","","","53.75","","","50.24","","","49.32","","","48.89","","","48.86","","","47.72","","","46.51","","","45.27","","","43.43","",""
"Fixed-telephone subscriptions 100 inhabitants","Macao, China","41.34","","","40.29","","","39.24","","","37.95","","","36.88","","","36.12","","","35.78","","","35.28","","","34.14","","","32.39","","","31.28","","","30.19","","","28.82","","","27.44","","","26.02","","","24.27","","","23.17","","","22.17","","","19.55","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Madagascar","0.35","","","0.36","","","0.35","","","0.34","","","0.33","","","0.50","","","0.69","","","0.69","","","0.82","","","0.90","","","0.67","","","0.64","","","0.64","","","0.63","","","0.63","","","0.61","","","0.60","","","0.27","","","0.26","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Malawi","0.42","","","0.48","","","0.62","","","0.71","","","0.76","","","0.81","","","1.00","","","1.31","","","0.81","","","0.79","","","1.05","","","1.16","","","1.48","","","0.21","","","0.12","","","0.09","","","0.07","","","0.10","","","0.08","","","0.07","",""
"Fixed-telephone subscriptions 100 inhabitants","Malaysia","19.95","","","19.86","","","19.29","","","18.51","","","17.65","","","16.99","","","16.57","","","16.28","","","16.57","","","16.31","","","16.34","","","15.79","","","15.79","","","15.39","","","14.77","","","14.83","","","15.76","","","21.16","","","23.57","","","23.31","",""
"Fixed-telephone subscriptions 100 inhabitants","Maldives","8.74","","","9.51","","","9.74","","","9.93","","","10.12","","","10.10","","","9.83","","","9.86","","","13.66","","","8.63","","","7.76","","","6.33","","","5.83","","","5.43","","","5.18","","","4.82","","","4.45","","","4.11","","","3.64","","","3.14","",""
"Fixed-telephone subscriptions 100 inhabitants","Mali","0.36","","","0.45","","","0.49","","","0.51","","","0.53","","","0.59","","","0.62","","","0.59","","","0.57","","","0.58","","","0.76","","","0.67","","","0.70","","","0.77","","","0.91","","","0.97","","","1.12","","","1.16","","","1.20","","","1.23","",""
"Fixed-telephone subscriptions 100 inhabitants","Malta","51.87","","","52.42","","","51.98","","","51.96","","","51.27","","","49.95","","","51.28","","","56.50","","","58.88","","","59.99","","","59.78","","","55.59","","","54.47","","","54.28","","","53.55","","","53.10","","","53.74","","","54.87","","","58.15","","","58.32","",""
"Fixed-telephone subscriptions 100 inhabitants","Marshall Islands","7.88","","","8.14","","","8.36","","","8.35","","","10.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.13","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Martinique","44.34","","","44.10","","","43.82","","","43.60","","","43.42","","","43.30","","","43.23","","","43.21","","","43.25","","","43.37","","","43.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Mauritania","0.72","","","0.92","","","1.13","","","1.34","","","1.33","","","1.36","","","1.12","","","1.26","","","2.32","","","2.19","","","2.05","","","2.01","","","1.76","","","1.41","","","1.31","","","1.27","","","1.28","","","1.33","","","1.36","","","1.37","",""
"Fixed-telephone subscriptions 100 inhabitants","Mauritius","23.70","","","25.69","","","26.44","","","28.80","","","29.10","","","29.25","","","29.10","","","29.24","","","29.34","","","30.16","","","31.07","","","29.94","","","27.85","","","28.91","","","29.60","","","30.17","","","30.87","","","32.67","","","34.27","","","36.13","",""
"Fixed-telephone subscriptions 100 inhabitants","Mayotte","6.65","","","6.42","","","6.20","","","6.00","","","5.80","","","5.61","","","5.43","","","5.26","","","5.09","","","4.94","","","4.79","","","","","","4.52","","","4.40","","","4.28","","","4.17","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Mexico","12.47","","","13.73","","","14.73","","","15.84","","","17.29","","","18.41","","","18.47","","","18.32","","","18.49","","","17.34","","","17.46","","","17.28","","","17.56","","","15.65","","","15.42","","","16.55","","","16.88","","","16.63","","","17.15","","","17.81","",""
"Fixed-telephone subscriptions 100 inhabitants","Micronesia","8.98","","","9.40","","","9.44","","","10.42","","","11.25","","","11.73","","","8.46","","","8.33","","","8.40","","","8.45","","","8.21","","","8.12","","","8.04","","","9.48","","","6.54","","","6.25","","","6.25","","","6.23","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Moldova","13.89","","","15.27","","","17.22","","","18.96","","","20.71","","","22.35","","","24.55","","","26.15","","","27.10","","","27.79","","","28.42","","","28.93","","","29.58","","","29.98","","","29.91","","","29.54","","","28.81","","","28.18","","","27.35","","","26.50","",""
"Fixed-telephone subscriptions 100 inhabitants","Monaco","93.22","","","91.33","","","102.76","","","101.04","","","101.03","","","100.42","","","100.46","","","100.51","","","100.37","","","122.58","","","120.49","","","123.51","","","125.46","","","126.96","","","135.60","","","130.14","","","122.34","","","122.46","","","112.13","","","113.23","",""
"Fixed-telephone subscriptions 100 inhabitants","Mongolia","4.90","","","5.14","","","5.24","","","5.60","","","5.85","","","6.18","","","7.63","","","7.07","","","7.62","","","7.06","","","7.10","","","6.77","","","6.26","","","6.10","","","7.77","","","8.53","","","7.37","","","9.40","","","11.67","","","10.89","",""
"Fixed-telephone subscriptions 100 inhabitants","Montenegro","","","","","","","","","","","","","","","","27.73","","","27.23","","","28.45","","","28.01","","","27.57","","","27.32","","ITU estimate.","27.33","","ITU estimate.","27.13","","ITU estimate.","26.99","","","26.28","","","24.63","","","23.60","","","24.25","","","27.54","","","29.96","",""
"Fixed-telephone subscriptions 100 inhabitants","Montserrat","57.03","","","","","","","","","","","","","","","","","","60.08","","","58.41","","","57.13","","ITU estimate.","55.20","","ITU estimate.","53.07","","","52.88","","","52.74","","ITU estimate.","60.68","","","62.54","","","60.40","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Morocco","4.95","","","4.09","","","3.83","","","4.09","","","4.35","","","4.40","","","4.11","","","7.68","","","9.48","","","11.01","","","11.59","","","10.88","","","9.86","","","8.68","","","7.28","","","6.41","","","5.89","","","5.75","","","6.10","","","5.63","",""
"Fixed-telephone subscriptions 100 inhabitants","Mozambique","0.48","","","0.48","","","0.47","","","0.40","","","0.38","","","0.32","","","0.33","","","0.36","","","0.35","","","0.36","","","0.37","","","0.36","","","0.35","","","0.30","","","0.33","","","0.33","","","0.30","","","0.28","","","0.21","","","0.27","",""
"Fixed-telephone subscriptions 100 inhabitants","Myanmar","0.58","","","0.63","","","0.72","","","0.75","","","0.87","","","1.03","","","1.16","","","0.94","","","1.01","","","0.88","","","0.97","","","1.03","","","1.02","","","1.03","","","1.01","","","0.98","","","0.97","","","1.04","","","0.97","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Namibia","6.14","","","6.44","","","6.56","","","6.78","","","6.71","","","7.17","","","6.91","","","6.89","","","7.11","","","7.14","","","7.41","","","7.38","","","7.80","","","8.22","","","8.03","","","7.88","","","7.97","","","8.03","","","6.32","","","5.60","",""
"Fixed-telephone subscriptions 100 inhabitants","Nauru","17.41","","","18.11","","","17.82","","","18.01","","","18.18","","","18.28","","","18.32","","","18.29","","","18.20","","","19.12","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Nepal (Republic of)","1.11","","","1.22","","","1.33","","","1.48","","","1.64","","","1.88","","","2.35","","","2.66","","","3.02","","","3.02","","","3.12","","","3.13","","","3.08","","","3.08","","","3.11","","","3.14","","","3.15","","","3.12","","","2.85","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Neth. Antilles","44.50","","","45.12","","","45.51","","","45.70","","","45.75","","","45.71","","","45.57","","","45.36","","","45.13","","","44.94","","","44.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Netherlands","62.09","","","50.93","","","49.82","","","48.43","","","48.26","","","46.43","","","45.32","","ITU estimate.","44.86","","","44.16","","","43.64","","","43.35","","","42.62","","","42.77","","","42.30","","","41.12","","","41.04","","","39.89","","","38.49","","","34.58","","","32.52","",""
"Fixed-telephone subscriptions 100 inhabitants","New Caledonia","23.48","","","22.89","","","23.06","","","22.65","","","22.89","","","23.39","","","24.09","","","24.74","","","25.54","","","26.96","","","28.48","","","29.64","","","30.69","","","32.17","","","33.05","","","28.67","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","New Zealand","47.45","","","46.65","","","44.53","","","44.70","","","44.13","","","41.81","","","42.09","","","41.27","","","40.91","","","43.25","","","43.02","","","42.55","","","42.07","","","40.94","","","40.50","","","40.09","","","37.77","","","38.07","","","37.11","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Nicaragua","3.24","","","3.07","","","3.29","","","3.87","","","4.00","","","4.06","","","4.50","","","4.45","","","4.49","","","4.43","","","4.44","","","4.87","","","5.00","","","5.36","","","5.53","","","5.69","","","5.82","","","5.89","","","5.04","","","3.50","",""
"Fixed-telephone subscriptions 100 inhabitants","Niger","0.18","","","0.18","","","0.18","","","0.18","","","0.18","","","0.18","","","0.21","","","0.28","","","0.42","","","0.48","","","0.51","","","0.50","","","0.56","","","0.54","","","0.55","","","0.55","","","0.77","","","0.53","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Nigeria","0.45","","","0.48","","","0.55","","","0.67","","","0.76","","","0.88","","","1.18","","","1.08","","","0.87","","","0.96","","","0.66","","","0.44","","","0.25","","","0.21","","","0.10","","","0.10","","","0.08","","","0.07","","","0.07","","","0.05","",""
"Fixed-telephone subscriptions 100 inhabitants","Niue","55.29","","","56.63","","","58.63","","","59.83","","","61.22","","","62.39","","","60.20","","","60.86","","","61.16","","","61.43","","","61.80","","","","","","62.11","","","62.03","","","62.15","","","61.77","","","","","","","","","","","","","",""
